1.0;0.00398
4.0;0.00347
6.5;0.00281
8.5;0.00227
10.0;0.00191
14.0;0.00119
16.0;0.00094
18.0;0.00075
20.0;0.00060
25.0;0.00036
30.0;0.00023
35.0;0.00015
