1.0;0.00646
4.0;0.00568
6.5;0.00513
8.5;0.00462
10.0;0.00420
14.0;0.00371
16.0;0.00352
18.0;0.00334
20.0;0.00328
25.0;0.00310
30.0;0.00305
35.0;0.00301
