-1.10332E+1	-4.18416E-1
-1.07797E+1	-4.18363E-1
-1.05536E+1	-4.18357E-1
-8.80267E+0	-4.18127E-1
-7.57423E+0	-4.17965E-1
-6.84691E+0	-4.17862E-1
-5.78354E+0	-4.17691E-1
-4.96072E+0	-4.17598E-1
-4.15449E+0	-4.17467E-1
-3.69914E+0	-4.17396E-1
-3.04908E+0	-4.17291E-1
-2.37181E+0	-4.17212E-1
-1.73942E+0	-4.17086E-1
-1.18971E+0	-4.16964E-1
-6.76240E-1	-4.16810E-1
-3.44276E-1	-4.16663E-1
-1.29864E-1	-4.16517E-1
-1.42677E-2	-4.16419E-1
+1.77863E-2	-4.16382E-1
+1.25135E-1	-4.16333E-1
+2.44478E-1	-4.16281E-1
+2.77236E-1	-4.16198E-1
+2.96302E-1	-4.16142E-1
+3.16120E-1	-4.16075E-1
+3.35985E-1	-4.15954E-1
+3.46032E-1	-4.15804E-1
+3.55919E-1	-4.15596E-1
+3.63325E-1	-4.15383E-1
+3.71077E-1	-4.15169E-1
+3.79168E-1	-4.14715E-1
+3.83889E-1	-4.14436E-1
+3.91725E-1	-4.14029E-1
+3.99337E-1	-4.13153E-1
+4.03041E-1	-4.12610E-1
+4.08694E-1	-4.11872E-1
+4.14084E-1	-4.10858E-1
+4.19324E-1	-4.09533E-1
+4.22394E-1	-4.08863E-1
+4.26188E-1	-4.07648E-1
+4.29995E-1	-4.06357E-1
+4.33362E-1	-4.04936E-1
+4.36237E-1	-4.03617E-1
+4.39351E-1	-4.02029E-1
+4.41937E-1	-4.00556E-1
+4.44671E-1	-3.98975E-1
+4.47337E-1	-3.97224E-1
+4.50480E-1	-3.94709E-1
+4.52723E-1	-3.92920E-1
+4.55198E-1	-3.90604E-1
+4.56470E-1	-3.89092E-1
+4.60530E-1	-3.85652E-1
+4.65947E-1	-3.78136E-1
+4.71047E-1	-3.70211E-1
+4.78433E-1	-3.54258E-1
+4.81802E-1	-3.46388E-1
+4.85498E-1	-3.38434E-1
+4.90839E-1	-3.17615E-1
+4.94049E-1	-3.04979E-1
+4.97934E-1	-2.87709E-1
+5.00735E-1	-2.73588E-1
+5.04286E-1	-2.53449E-1
+5.06399E-1	-2.40178E-1
+5.08196E-1	-2.28262E-1
+5.10648E-1	-2.10182E-1
+5.12230E-1	-1.97769E-1
+5.15041E-1	-1.73950E-1
+5.16738E-1	-1.58325E-1
+5.19910E-1	-1.26473E-1
+5.22594E-1	-9.65576E-2
+5.24854E-1	-6.90900E-2
+5.26654E-1	-4.57391E-2
+5.28221E-1	-2.39114E-2
+5.29930E-1	+1.15048E-3
+5.30839E-1	+1.50837E-2
+5.32533E-1	+4.23006E-2
+5.35113E-1	+8.68281E-2
+5.37457E-1	+1.30878E-1
+5.39130E-1	+1.64472E-1
+5.41021E-1	+2.04317E-1
+5.42991E-1	+2.49619E-1
+5.44717E-1	+2.90578E-1
+5.47181E-1	+3.55140E-1
+5.49609E-1	+4.22981E-1
+5.52465E-1	+5.10397E-1
+5.54871E-1	+5.90017E-1
+5.58007E-1	+7.03187E-1
+5.60399E-1	+7.97145E-1
+5.64929E-1	+9.94504E-1
+5.71753E-1	+1.34490E+0
+5.78963E-1	+1.79383E+0
+5.87053E-1	+2.43133E+0
+5.93974E-1	+3.03732E+0
+6.01474E-1	+3.83842E+0
+6.06374E-1	+4.43418E+0
+6.14495E-1	+5.55380E+0
+6.25991E-1	+7.40244E+0
+6.30396E-1	+8.13214E+0
+6.39998E-1	+1.02653E+1
+6.47127E-1	+1.19274E+1
+6.56576E-1	+1.43728E+1
+6.60340E-1	+1.54323E+1
